,leiden_subclusters,labels
25439,23,T doublets
25440,4,Mature B cells
25441,1,Mature B cells
25442,6,CD122+ CD8 T cells
25443,0,CD4 T cells
25444,1,Mature B cells
25445,3,Transitional B cells
25446,7,Mature B cells
25447,4,Mature B cells
25448,4,Mature B cells
25449,2,CD8 T cells
25450,21,B doublets
25451,"15,0",cDC2s
25452,3,Transitional B cells
25453,0,CD4 T cells
25454,"15,2",Migratory DCs
25455,6,CD122+ CD8 T cells
25456,7,Mature B cells
25457,0,CD4 T cells
25458,0,CD4 T cells
25459,2,CD8 T cells
25460,0,CD4 T cells
25461,5,Mature B cells
25462,11,MZ B cells
25463,11,MZ B cells
25464,0,CD4 T cells
25465,6,CD122+ CD8 T cells
25466,0,CD4 T cells
25467,"10,1",ICOS-high Tregs
25468,2,CD8 T cells
25469,5,Mature B cells
25470,2,CD8 T cells
25471,6,CD122+ CD8 T cells
25472,6,CD122+ CD8 T cells
25473,"16,1",MZ/Marco-high macrophages
25474,1,Mature B cells
25475,0,CD4 T cells
25476,"10,0",Tregs
25477,8,Ifit3-high B cells
25478,5,Mature B cells
25479,13,B1 B cells
25480,2,CD8 T cells
25481,7,Mature B cells
25482,1,Mature B cells
25483,3,Transitional B cells
25484,8,Ifit3-high B cells
25485,3,Transitional B cells
25486,6,CD122+ CD8 T cells
25487,25,B-CD4 T cell doublets
25488,2,CD8 T cells
25489,0,CD4 T cells
25490,2,CD8 T cells
25491,8,Ifit3-high B cells
25492,2,CD8 T cells
25493,0,CD4 T cells
25494,11,MZ B cells
25495,0,CD4 T cells
25496,7,Mature B cells
25497,0,CD4 T cells
25498,0,CD4 T cells
25499,1,Mature B cells
25500,7,Mature B cells
25501,3,Transitional B cells
25502,"16,1",MZ/Marco-high macrophages
25503,6,CD122+ CD8 T cells
25504,8,Ifit3-high B cells
25505,"12,0",NKT cells
25506,5,Mature B cells
25507,13,B1 B cells
25508,0,CD4 T cells
25509,4,Mature B cells
25510,"10,0",Tregs
25511,4,Mature B cells
25512,0,CD4 T cells
25513,11,MZ B cells
25514,6,CD122+ CD8 T cells
25515,9,Mature B cells
25516,23,T doublets
25517,5,Mature B cells
25518,"16,0",B-macrophage doublets
25519,9,Mature B cells
25520,6,CD122+ CD8 T cells
25521,2,CD8 T cells
25522,0,CD4 T cells
25523,9,Mature B cells
25524,3,Transitional B cells
25525,0,CD4 T cells
25526,21,B doublets
25527,28,pDCs
25528,1,Mature B cells
25529,0,CD4 T cells
25530,0,CD4 T cells
25531,0,CD4 T cells
25532,1,Mature B cells
25533,7,Mature B cells
25534,17,Low quality B cells
25535,27,Activated CD4 T cells
25536,"12,0",NKT cells
25537,0,CD4 T cells
25538,1,Mature B cells
25539,21,B doublets
25540,0,CD4 T cells
25541,2,CD8 T cells
25542,17,Low quality B cells
25543,0,CD4 T cells
25544,1,Mature B cells
25545,14,Ifit3-high CD4 T cells
25546,5,Mature B cells
25547,1,Mature B cells
25548,22,GD T cells
25549,3,Transitional B cells
25550,"10,1",ICOS-high Tregs
25551,5,Mature B cells
25552,2,CD8 T cells
25553,2,CD8 T cells
25554,13,B1 B cells
25555,"12,0",NKT cells
25556,11,MZ B cells
25557,7,Mature B cells
25558,11,MZ B cells
25559,0,CD4 T cells
25560,3,Transitional B cells
25561,0,CD4 T cells
25562,3,Transitional B cells
25563,1,Mature B cells
25564,11,MZ B cells
25565,0,CD4 T cells
25566,1,Mature B cells
25567,0,CD4 T cells
25568,5,Mature B cells
25569,4,Mature B cells
25570,0,CD4 T cells
25571,2,CD8 T cells
25572,2,CD8 T cells
25573,8,Ifit3-high B cells
25574,4,Mature B cells
25575,7,Mature B cells
25576,11,MZ B cells
25577,2,CD8 T cells
25578,4,Mature B cells
25579,8,Ifit3-high B cells
25580,1,Mature B cells
25581,0,CD4 T cells
25582,30,Neutrophils
25583,"12,0",NKT cells
25584,0,CD4 T cells
25585,6,CD122+ CD8 T cells
25586,5,Mature B cells
25587,8,Ifit3-high B cells
25588,2,CD8 T cells
25589,2,CD8 T cells
25590,0,CD4 T cells
25591,5,Mature B cells
25592,28,pDCs
25593,11,MZ B cells
25594,1,Mature B cells
25595,0,CD4 T cells
25596,"16,3",Erythrocytes
25597,1,Mature B cells
25598,1,Mature B cells
25599,"15,1",cDC1s
25600,22,GD T cells
25601,"16,0",B-macrophage doublets
25602,5,Mature B cells
25603,2,CD8 T cells
25604,1,Mature B cells
25605,4,Mature B cells
25606,7,Mature B cells
25607,0,CD4 T cells
25608,2,CD8 T cells
25609,21,B doublets
25610,"15,0",cDC2s
25611,"15,0",cDC2s
25612,"12,1",NK cells
25613,2,CD8 T cells
25614,18,Ifit3-high CD8 T cells
25615,1,Mature B cells
25616,0,CD4 T cells
25617,2,CD8 T cells
25618,5,Mature B cells
25619,1,Mature B cells
25620,1,Mature B cells
25621,1,Mature B cells
25622,29,Low quality T cells
25623,0,CD4 T cells
25624,8,Ifit3-high B cells
25625,0,CD4 T cells
25626,1,Mature B cells
25627,25,B-CD4 T cell doublets
25628,5,Mature B cells
25629,5,Mature B cells
25630,0,CD4 T cells
25631,22,GD T cells
25632,18,Ifit3-high CD8 T cells
25633,3,Transitional B cells
25634,9,Mature B cells
25635,5,Mature B cells
25636,1,Mature B cells
25637,1,Mature B cells
25638,0,CD4 T cells
25639,"15,2",Migratory DCs
25640,26,Neutrophils
25641,5,Mature B cells
25642,1,Mature B cells
25643,2,CD8 T cells
25644,"12,0",NKT cells
25645,"10,0",Tregs
25646,3,Transitional B cells
25647,4,Mature B cells
25648,0,CD4 T cells
25649,"15,0",cDC2s
25650,0,CD4 T cells
25651,"12,0",NKT cells
25652,2,CD8 T cells
25653,1,Mature B cells
25654,2,CD8 T cells
25655,0,CD4 T cells
25656,0,CD4 T cells
25657,1,Mature B cells
25658,0,CD4 T cells
25659,"24,0",B-CD8 T cell doublets
25660,0,CD4 T cells
25661,21,B doublets
25662,29,Low quality T cells
25663,6,CD122+ CD8 T cells
25664,3,Transitional B cells
25665,1,Mature B cells
25666,"10,0",Tregs
25667,2,CD8 T cells
25668,2,CD8 T cells
25669,25,B-CD4 T cell doublets
25670,13,B1 B cells
25671,3,Transitional B cells
25672,"16,2",Red-pulp macrophages
25673,1,Mature B cells
25674,"12,1",NK cells
25675,0,CD4 T cells
25676,"12,0",NKT cells
25677,5,Mature B cells
25678,1,Mature B cells
25679,1,Mature B cells
25680,2,CD8 T cells
25681,4,Mature B cells
25682,22,GD T cells
25683,"15,0",cDC2s
25684,"12,0",NKT cells
25685,3,Transitional B cells
25686,2,CD8 T cells
25687,2,CD8 T cells
25688,"20,0",Ly6-high monocytes
25689,5,Mature B cells
25690,1,Mature B cells
25691,3,Transitional B cells
25692,23,T doublets
25693,0,CD4 T cells
25694,6,CD122+ CD8 T cells
25695,1,Mature B cells
25696,2,CD8 T cells
25697,28,pDCs
25698,"15,0",cDC2s
25699,7,Mature B cells
25700,0,CD4 T cells
25701,25,B-CD4 T cell doublets
25702,0,CD4 T cells
25703,0,CD4 T cells
25704,27,Activated CD4 T cells
25705,0,CD4 T cells
25706,3,Transitional B cells
25707,7,Mature B cells
25708,3,Transitional B cells
25709,1,Mature B cells
25710,5,Mature B cells
25711,"12,1",NK cells
25712,0,CD4 T cells
25713,3,Transitional B cells
25714,3,Transitional B cells
25715,6,CD122+ CD8 T cells
25716,2,CD8 T cells
25717,1,Mature B cells
25718,1,Mature B cells
25719,23,T doublets
25720,3,Transitional B cells
25721,14,Ifit3-high CD4 T cells
25722,5,Mature B cells
25723,0,CD4 T cells
25724,26,Neutrophils
25725,2,CD8 T cells
25726,0,CD4 T cells
25727,"10,1",ICOS-high Tregs
25728,19,Cycling B/T cells
25729,7,Mature B cells
25730,1,Mature B cells
25731,4,Mature B cells
25732,25,B-CD4 T cell doublets
25733,1,Mature B cells
25734,2,CD8 T cells
25735,1,Mature B cells
25736,0,CD4 T cells
25737,1,Mature B cells
25738,0,CD4 T cells
25739,2,CD8 T cells
25740,7,Mature B cells
25741,17,Low quality B cells
25742,2,CD8 T cells
25743,0,CD4 T cells
25744,2,CD8 T cells
25745,"16,0",B-macrophage doublets
25746,"15,0",cDC2s
25747,8,Ifit3-high B cells
25748,5,Mature B cells
25749,3,Transitional B cells
25750,1,Mature B cells
25751,"10,1",ICOS-high Tregs
25752,23,T doublets
25753,1,Mature B cells
25754,25,B-CD4 T cell doublets
25755,"15,1",cDC1s
25756,8,Ifit3-high B cells
25757,2,CD8 T cells
25758,3,Transitional B cells
25759,1,Mature B cells
25760,1,Mature B cells
25761,4,Mature B cells
25762,21,B doublets
25763,0,CD4 T cells
25764,3,Transitional B cells
25765,8,Ifit3-high B cells
25766,"10,0",Tregs
25767,0,CD4 T cells
25768,5,Mature B cells
25769,0,CD4 T cells
25770,3,Transitional B cells
25771,"10,1",ICOS-high Tregs
25772,2,CD8 T cells
25773,"20,0",Ly6-high monocytes
25774,8,Ifit3-high B cells
25775,25,B-CD4 T cell doublets
25776,14,Ifit3-high CD4 T cells
25777,4,Mature B cells
25778,4,Mature B cells
25779,2,CD8 T cells
25780,9,Mature B cells
25781,1,Mature B cells
25782,5,Mature B cells
25783,2,CD8 T cells
25784,2,CD8 T cells
25785,2,CD8 T cells
25786,0,CD4 T cells
25787,8,Ifit3-high B cells
25788,11,MZ B cells
25789,"15,2",Migratory DCs
25790,4,Mature B cells
25791,1,Mature B cells
25792,"12,0",NKT cells
25793,29,Low quality T cells
25794,2,CD8 T cells
25795,0,CD4 T cells
25796,"15,0",cDC2s
25797,0,CD4 T cells
25798,17,Low quality B cells
25799,"10,0",Tregs
25800,28,pDCs
25801,11,MZ B cells
25802,1,Mature B cells
25803,4,Mature B cells
25804,2,CD8 T cells
25805,18,Ifit3-high CD8 T cells
25806,0,CD4 T cells
25807,"12,0",NKT cells
25808,14,Ifit3-high CD4 T cells
25809,6,CD122+ CD8 T cells
25810,7,Mature B cells
25811,23,T doublets
25812,18,Ifit3-high CD8 T cells
25813,2,CD8 T cells
25814,1,Mature B cells
25815,"16,0",B-macrophage doublets
25816,1,Mature B cells
25817,0,CD4 T cells
25818,3,Transitional B cells
25819,6,CD122+ CD8 T cells
25820,11,MZ B cells
25821,1,Mature B cells
25822,26,Neutrophils
25823,1,Mature B cells
25824,1,Mature B cells
25825,"16,3",Erythrocytes
25826,0,CD4 T cells
25827,1,Mature B cells
25828,1,Mature B cells
25829,1,Mature B cells
25830,1,Mature B cells
25831,9,Mature B cells
25832,2,CD8 T cells
25833,13,B1 B cells
25834,14,Ifit3-high CD4 T cells
25835,0,CD4 T cells
25836,14,Ifit3-high CD4 T cells
25837,"20,0",Ly6-high monocytes
25838,2,CD8 T cells
25839,7,Mature B cells
25840,"20,0",Ly6-high monocytes
25841,0,CD4 T cells
25842,5,Mature B cells
25843,2,CD8 T cells
25844,3,Transitional B cells
25845,19,Cycling B/T cells
25846,3,Transitional B cells
25847,"16,1",MZ/Marco-high macrophages
25848,3,Transitional B cells
25849,2,CD8 T cells
25850,0,CD4 T cells
25851,11,MZ B cells
25852,2,CD8 T cells
25853,19,Cycling B/T cells
25854,3,Transitional B cells
25855,7,Mature B cells
25856,0,CD4 T cells
25857,4,Mature B cells
25858,5,Mature B cells
25859,4,Mature B cells
25860,1,Mature B cells
25861,1,Mature B cells
25862,9,Mature B cells
25863,5,Mature B cells
25864,4,Mature B cells
25865,6,CD122+ CD8 T cells
25866,4,Mature B cells
25867,4,Mature B cells
25868,19,Cycling B/T cells
25869,4,Mature B cells
25870,5,Mature B cells
25871,1,Mature B cells
25872,"16,1",MZ/Marco-high macrophages
25873,0,CD4 T cells
25874,0,CD4 T cells
25875,5,Mature B cells
25876,"15,1",cDC1s
25877,"20,1",Ly6-low monocytes
25878,1,Mature B cells
25879,3,Transitional B cells
25880,"12,1",NK cells
25881,2,CD8 T cells
25882,"12,1",NK cells
25883,0,CD4 T cells
25884,1,Mature B cells
25885,7,Mature B cells
25886,5,Mature B cells
25887,4,Mature B cells
25888,3,Transitional B cells
25889,2,CD8 T cells
25890,"16,2",Red-pulp macrophages
25891,7,Mature B cells
25892,1,Mature B cells
25893,"10,0",Tregs
25894,"10,0",Tregs
25895,1,Mature B cells
25896,"16,2",Red-pulp macrophages
25897,5,Mature B cells
25898,14,Ifit3-high CD4 T cells
25899,0,CD4 T cells
25900,2,CD8 T cells
25901,0,CD4 T cells
25902,2,CD8 T cells
25903,5,Mature B cells
25904,13,B1 B cells
25905,0,CD4 T cells
25906,25,B-CD4 T cell doublets
25907,0,CD4 T cells
25908,0,CD4 T cells
25909,6,CD122+ CD8 T cells
25910,7,Mature B cells
25911,21,B doublets
25912,5,Mature B cells
25913,3,Transitional B cells
25914,0,CD4 T cells
25915,17,Low quality B cells
25916,0,CD4 T cells
25917,"24,0",B-CD8 T cell doublets
25918,19,Cycling B/T cells
25919,"10,1",ICOS-high Tregs
25920,26,Neutrophils
25921,13,B1 B cells
25922,7,Mature B cells
25923,0,CD4 T cells
25924,9,Mature B cells
25925,11,MZ B cells
25926,0,CD4 T cells
25927,1,Mature B cells
25928,28,pDCs
25929,18,Ifit3-high CD8 T cells
25930,1,Mature B cells
25931,1,Mature B cells
25932,14,Ifit3-high CD4 T cells
25933,3,Transitional B cells
25934,5,Mature B cells
25935,2,CD8 T cells
25936,"10,0",Tregs
25937,25,B-CD4 T cell doublets
25938,"12,1",NK cells
25939,14,Ifit3-high CD4 T cells
25940,0,CD4 T cells
25941,6,CD122+ CD8 T cells
25942,"10,0",Tregs
25943,0,CD4 T cells
25944,1,Mature B cells
25945,"24,1",Erythrocytes
25946,7,Mature B cells
25947,"20,0",Ly6-high monocytes
25948,17,Low quality B cells
25949,7,Mature B cells
25950,2,CD8 T cells
25951,5,Mature B cells
25952,0,CD4 T cells
25953,4,Mature B cells
25954,2,CD8 T cells
25955,26,Neutrophils
25956,1,Mature B cells
25957,25,B-CD4 T cell doublets
25958,2,CD8 T cells
25959,"10,0",Tregs
25960,2,CD8 T cells
25961,3,Transitional B cells
25962,"10,1",ICOS-high Tregs
25963,"20,1",Ly6-low monocytes
25964,3,Transitional B cells
25965,8,Ifit3-high B cells
25966,1,Mature B cells
25967,"10,1",ICOS-high Tregs
25968,21,B doublets
25969,14,Ifit3-high CD4 T cells
25970,3,Transitional B cells
25971,7,Mature B cells
25972,0,CD4 T cells
25973,2,CD8 T cells
25974,0,CD4 T cells
25975,1,Mature B cells
25976,11,MZ B cells
25977,3,Transitional B cells
25978,2,CD8 T cells
25979,"10,0",Tregs
25980,1,Mature B cells
25981,3,Transitional B cells
25982,"10,1",ICOS-high Tregs
25983,6,CD122+ CD8 T cells
25984,7,Mature B cells
25985,4,Mature B cells
25986,4,Mature B cells
25987,"16,3",Erythrocytes
25988,"10,1",ICOS-high Tregs
25989,2,CD8 T cells
25990,1,Mature B cells
25991,14,Ifit3-high CD4 T cells
25992,1,Mature B cells
25993,18,Ifit3-high CD8 T cells
25994,19,Cycling B/T cells
25995,0,CD4 T cells
25996,0,CD4 T cells
25997,2,CD8 T cells
25998,21,B doublets
25999,19,Cycling B/T cells
26000,17,Low quality B cells
26001,11,MZ B cells
26002,3,Transitional B cells
26003,"10,1",ICOS-high Tregs
26004,13,B1 B cells
26005,11,MZ B cells
26006,5,Mature B cells
26007,0,CD4 T cells
26008,0,CD4 T cells
26009,"16,2",Red-pulp macrophages
26010,14,Ifit3-high CD4 T cells
26011,1,Mature B cells
26012,9,Mature B cells
26013,2,CD8 T cells
26014,0,CD4 T cells
26015,1,Mature B cells
26016,0,CD4 T cells
26017,5,Mature B cells
26018,11,MZ B cells
26019,5,Mature B cells
26020,3,Transitional B cells
26021,22,GD T cells
26022,2,CD8 T cells
26023,19,Cycling B/T cells
26024,11,MZ B cells
26025,0,CD4 T cells
26026,1,Mature B cells
26027,22,GD T cells
26028,3,Transitional B cells
26029,7,Mature B cells
26030,4,Mature B cells
26031,3,Transitional B cells
26032,2,CD8 T cells
26033,1,Mature B cells
26034,1,Mature B cells
26035,"16,1",MZ/Marco-high macrophages
26036,"10,0",Tregs
26037,11,MZ B cells
26038,1,Mature B cells
26039,"16,2",Red-pulp macrophages
26040,0,CD4 T cells
26041,13,B1 B cells
26042,4,Mature B cells
26043,1,Mature B cells
26044,11,MZ B cells
26045,21,B doublets
26046,2,CD8 T cells
26047,8,Ifit3-high B cells
26048,1,Mature B cells
26049,"12,1",NK cells
26050,2,CD8 T cells
26051,3,Transitional B cells
26052,7,Mature B cells
26053,1,Mature B cells
26054,4,Mature B cells
26055,6,CD122+ CD8 T cells
26056,18,Ifit3-high CD8 T cells
26057,0,CD4 T cells
26058,5,Mature B cells
26059,7,Mature B cells
26060,"10,1",ICOS-high Tregs
26061,0,CD4 T cells
26062,22,GD T cells
26063,1,Mature B cells
26064,13,B1 B cells
26065,25,B-CD4 T cell doublets
26066,1,Mature B cells
26067,4,Mature B cells
26068,"12,0",NKT cells
26069,0,CD4 T cells
26070,3,Transitional B cells
26071,0,CD4 T cells
26072,4,Mature B cells
26073,1,Mature B cells
26074,0,CD4 T cells
26075,14,Ifit3-high CD4 T cells
26076,"10,1",ICOS-high Tregs
26077,"12,1",NK cells
26078,6,CD122+ CD8 T cells
26079,7,Mature B cells
26080,18,Ifit3-high CD8 T cells
26081,0,CD4 T cells
26082,8,Ifit3-high B cells
26083,5,Mature B cells
26084,28,pDCs
26085,14,Ifit3-high CD4 T cells
26086,"15,1",cDC1s
26087,0,CD4 T cells
26088,18,Ifit3-high CD8 T cells
26089,14,Ifit3-high CD4 T cells
26090,5,Mature B cells
26091,7,Mature B cells
26092,1,Mature B cells
26093,1,Mature B cells
26094,5,Mature B cells
26095,1,Mature B cells
26096,27,Activated CD4 T cells
26097,5,Mature B cells
26098,8,Ifit3-high B cells
26099,0,CD4 T cells
26100,2,CD8 T cells
26101,8,Ifit3-high B cells
26102,1,Mature B cells
26103,5,Mature B cells
26104,0,CD4 T cells
26105,3,Transitional B cells
26106,1,Mature B cells
26107,0,CD4 T cells
26108,2,CD8 T cells
26109,6,CD122+ CD8 T cells
26110,7,Mature B cells
26111,3,Transitional B cells
26112,1,Mature B cells
26113,2,CD8 T cells
26114,"12,0",NKT cells
26115,0,CD4 T cells
26116,8,Ifit3-high B cells
26117,6,CD122+ CD8 T cells
26118,5,Mature B cells
26119,7,Mature B cells
26120,1,Mature B cells
26121,3,Transitional B cells
26122,1,Mature B cells
26123,2,CD8 T cells
26124,4,Mature B cells
26125,4,Mature B cells
26126,11,MZ B cells
26127,4,Mature B cells
26128,13,B1 B cells
26129,"10,0",Tregs
26130,"16,1",MZ/Marco-high macrophages
26131,5,Mature B cells
26132,9,Mature B cells
26133,2,CD8 T cells
26134,8,Ifit3-high B cells
26135,9,Mature B cells
26136,3,Transitional B cells
26137,11,MZ B cells
26138,21,B doublets
26139,2,CD8 T cells
26140,0,CD4 T cells
26141,27,Activated CD4 T cells
26142,5,Mature B cells
26143,3,Transitional B cells
26144,0,CD4 T cells
26145,1,Mature B cells
26146,11,MZ B cells
26147,"10,0",Tregs
26148,"16,1",MZ/Marco-high macrophages
26149,1,Mature B cells
26150,8,Ifit3-high B cells
26151,5,Mature B cells
26152,22,GD T cells
26153,1,Mature B cells
26154,6,CD122+ CD8 T cells
26155,6,CD122+ CD8 T cells
26156,6,CD122+ CD8 T cells
26157,5,Mature B cells
26158,5,Mature B cells
26159,9,Mature B cells
26160,0,CD4 T cells
26161,"10,0",Tregs
26162,21,B doublets
26163,22,GD T cells
26164,3,Transitional B cells
26165,0,CD4 T cells
26166,3,Transitional B cells
26167,"12,1",NK cells
26168,0,CD4 T cells
26169,22,GD T cells
26170,2,CD8 T cells
26171,1,Mature B cells
26172,1,Mature B cells
26173,4,Mature B cells
26174,"15,0",cDC2s
26175,14,Ifit3-high CD4 T cells
26176,1,Mature B cells
26177,4,Mature B cells
26178,1,Mature B cells
26179,"10,0",Tregs
26180,"20,0",Ly6-high monocytes
26181,0,CD4 T cells
26182,3,Transitional B cells
26183,3,Transitional B cells
26184,5,Mature B cells
26185,"10,1",ICOS-high Tregs
26186,0,CD4 T cells
26187,14,Ifit3-high CD4 T cells
26188,"24,2",Low quality T cells
26189,5,Mature B cells
26190,1,Mature B cells
26191,"16,2",Red-pulp macrophages
26192,"10,0",Tregs
26193,"15,0",cDC2s
26194,4,Mature B cells
26195,6,CD122+ CD8 T cells
26196,7,Mature B cells
26197,8,Ifit3-high B cells
26198,0,CD4 T cells
26199,7,Mature B cells
26200,1,Mature B cells
26201,3,Transitional B cells
26202,"15,2",Migratory DCs
26203,0,CD4 T cells
26204,1,Mature B cells
26205,1,Mature B cells
26206,"15,1",cDC1s
26207,0,CD4 T cells
26208,1,Mature B cells
26209,0,CD4 T cells
26210,"10,0",Tregs
26211,3,Transitional B cells
26212,4,Mature B cells
26213,7,Mature B cells
26214,2,CD8 T cells
26215,0,CD4 T cells
26216,0,CD4 T cells
26217,4,Mature B cells
26218,27,Activated CD4 T cells
26219,6,CD122+ CD8 T cells
26220,1,Mature B cells
26221,3,Transitional B cells
26222,1,Mature B cells
26223,4,Mature B cells
26224,13,B1 B cells
26225,0,CD4 T cells
26226,8,Ifit3-high B cells
26227,"15,1",cDC1s
26228,1,Mature B cells
26229,1,Mature B cells
26230,"16,1",MZ/Marco-high macrophages
26231,7,Mature B cells
26232,2,CD8 T cells
26233,9,Mature B cells
26234,2,CD8 T cells
26235,"16,0",B-macrophage doublets
26236,7,Mature B cells
26237,"16,0",B-macrophage doublets
26238,5,Mature B cells
26239,7,Mature B cells
26240,1,Mature B cells
26241,8,Ifit3-high B cells
26242,5,Mature B cells
26243,4,Mature B cells
26244,21,B doublets
26245,1,Mature B cells
26246,11,MZ B cells
26247,22,GD T cells
26248,"12,0",NKT cells
26249,11,MZ B cells
26250,2,CD8 T cells
26251,11,MZ B cells
26252,"10,1",ICOS-high Tregs
26253,7,Mature B cells
26254,7,Mature B cells
26255,"20,1",Ly6-low monocytes
26256,1,Mature B cells
26257,5,Mature B cells
26258,4,Mature B cells
26259,6,CD122+ CD8 T cells
26260,4,Mature B cells
26261,"16,3",Erythrocytes
26262,1,Mature B cells
26263,0,CD4 T cells
26264,7,Mature B cells
26265,3,Transitional B cells
26266,9,Mature B cells
26267,0,CD4 T cells
26268,0,CD4 T cells
26269,0,CD4 T cells
26270,25,B-CD4 T cell doublets
26271,"12,0",NKT cells
26272,7,Mature B cells
26273,2,CD8 T cells
26274,0,CD4 T cells
26275,11,MZ B cells
26276,1,Mature B cells
26277,"10,0",Tregs
26278,17,Low quality B cells
26279,"12,0",NKT cells
26280,7,Mature B cells
26281,0,CD4 T cells
26282,9,Mature B cells
26283,1,Mature B cells
26284,3,Transitional B cells
26285,1,Mature B cells
26286,27,Activated CD4 T cells
26287,2,CD8 T cells
26288,13,B1 B cells
26289,2,CD8 T cells
26290,8,Ifit3-high B cells
26291,2,CD8 T cells
26292,21,B doublets
26293,2,CD8 T cells
26294,1,Mature B cells
26295,17,Low quality B cells
26296,0,CD4 T cells
26297,18,Ifit3-high CD8 T cells
26298,8,Ifit3-high B cells
26299,18,Ifit3-high CD8 T cells
26300,3,Transitional B cells
26301,19,Cycling B/T cells
26302,"16,0",B-macrophage doublets
26303,1,Mature B cells
26304,4,Mature B cells
26305,1,Mature B cells
26306,0,CD4 T cells
26307,4,Mature B cells
26308,6,CD122+ CD8 T cells
26309,5,Mature B cells
26310,2,CD8 T cells
26311,"24,0",B-CD8 T cell doublets
26312,0,CD4 T cells
26313,1,Mature B cells
26314,7,Mature B cells
26315,5,Mature B cells
26316,3,Transitional B cells
26317,1,Mature B cells
26318,4,Mature B cells
26319,4,Mature B cells
26320,0,CD4 T cells
26321,2,CD8 T cells
26322,"15,0",cDC2s
26323,2,CD8 T cells
26324,0,CD4 T cells
26325,"10,2",Tregs
26326,2,CD8 T cells
26327,0,CD4 T cells
26328,8,Ifit3-high B cells
26329,8,Ifit3-high B cells
26330,3,Transitional B cells
26331,25,B-CD4 T cell doublets
26332,25,B-CD4 T cell doublets
26333,6,CD122+ CD8 T cells
26334,27,Activated CD4 T cells
26335,9,Mature B cells
26336,"10,1",ICOS-high Tregs
26337,3,Transitional B cells
26338,4,Mature B cells
26339,"20,1",Ly6-low monocytes
26340,2,CD8 T cells
26341,0,CD4 T cells
26342,"15,0",cDC2s
26343,5,Mature B cells
26344,30,Neutrophils
26345,17,Low quality B cells
26346,2,CD8 T cells
26347,1,Mature B cells
26348,6,CD122+ CD8 T cells
26349,0,CD4 T cells
26350,1,Mature B cells
26351,"15,0",cDC2s
26352,29,Low quality T cells
26353,21,B doublets
26354,"20,1",Ly6-low monocytes
26355,28,pDCs
26356,7,Mature B cells
26357,11,MZ B cells
26358,5,Mature B cells
26359,0,CD4 T cells
26360,1,Mature B cells
26361,11,MZ B cells
26362,0,CD4 T cells
26363,13,B1 B cells
26364,0,CD4 T cells
26365,7,Mature B cells
26366,0,CD4 T cells
26367,1,Mature B cells
26368,22,GD T cells
26369,2,CD8 T cells
26370,8,Ifit3-high B cells
26371,26,Neutrophils
26372,1,Mature B cells
26373,4,Mature B cells
26374,2,CD8 T cells
26375,1,Mature B cells
26376,22,GD T cells
26377,5,Mature B cells
26378,1,Mature B cells
26379,0,CD4 T cells
26380,5,Mature B cells
26381,5,Mature B cells
26382,2,CD8 T cells
26383,3,Transitional B cells
26384,9,Mature B cells
26385,2,CD8 T cells
26386,3,Transitional B cells
26387,2,CD8 T cells
26388,1,Mature B cells
26389,3,Transitional B cells
26390,7,Mature B cells
26391,9,Mature B cells
26392,2,CD8 T cells
26393,"15,0",cDC2s
26394,4,Mature B cells
26395,3,Transitional B cells
26396,7,Mature B cells
26397,2,CD8 T cells
26398,1,Mature B cells
26399,0,CD4 T cells
26400,5,Mature B cells
26401,3,Transitional B cells
26402,0,CD4 T cells
26403,"15,0",cDC2s
26404,2,CD8 T cells
26405,1,Mature B cells
26406,8,Ifit3-high B cells
26407,1,Mature B cells
26408,0,CD4 T cells
26409,13,B1 B cells
26410,21,B doublets
26411,7,Mature B cells
26412,18,Ifit3-high CD8 T cells
26413,4,Mature B cells
26414,0,CD4 T cells
26415,6,CD122+ CD8 T cells
26416,13,B1 B cells
26417,0,CD4 T cells
26418,3,Transitional B cells
26419,22,GD T cells
26420,6,CD122+ CD8 T cells
26421,27,Activated CD4 T cells
26422,1,Mature B cells
26423,26,Neutrophils
26424,0,CD4 T cells
26425,2,CD8 T cells
26426,5,Mature B cells
26427,3,Transitional B cells
26428,0,CD4 T cells
26429,2,CD8 T cells
26430,0,CD4 T cells
26431,4,Mature B cells
26432,3,Transitional B cells
26433,0,CD4 T cells
26434,1,Mature B cells
26435,13,B1 B cells
26436,18,Ifit3-high CD8 T cells
26437,7,Mature B cells
26438,6,CD122+ CD8 T cells
26439,4,Mature B cells
26440,1,Mature B cells
26441,13,B1 B cells
26442,3,Transitional B cells
26443,21,B doublets
26444,"16,2",Red-pulp macrophages
26445,2,CD8 T cells
26446,0,CD4 T cells
26447,"10,0",Tregs
26448,0,CD4 T cells
26449,2,CD8 T cells
26450,9,Mature B cells
26451,9,Mature B cells
26452,5,Mature B cells
26453,3,Transitional B cells
26454,1,Mature B cells
26455,5,Mature B cells
26456,2,CD8 T cells
26457,1,Mature B cells
26458,8,Ifit3-high B cells
26459,3,Transitional B cells
26460,4,Mature B cells
26461,3,Transitional B cells
26462,4,Mature B cells
26463,6,CD122+ CD8 T cells
26464,3,Transitional B cells
26465,3,Transitional B cells
26466,2,CD8 T cells
26467,"16,0",B-macrophage doublets
26468,4,Mature B cells
26469,9,Mature B cells
26470,8,Ifit3-high B cells
26471,5,Mature B cells
26472,1,Mature B cells
26473,2,CD8 T cells
26474,0,CD4 T cells
26475,2,CD8 T cells
