"","x"
"7784","PSPC1"
"7785","PSPH"
"7786","PSPN"
"7787","PSRC1"
"7788","PSTK"
"7789","PSTPIP1"
"7790","PSTPIP2"
"7791","PTAFR"
"7792","PTAR1"
"7793","PTBP1"
"7794","PTBP2"
"7795","PTBP3"
"7796","PTCD1"
"7797","PTCD2"
"7798","PTCD3"
"7799","PTCH1"
"7800","PTCH2"
"7801","PTCRA"
"7802","PTDSS1"
"7803","PTDSS2"
"7804","PTEN"
"7805","PTER"
"7806","PTGDR"
"7807","PTGDS"
"7808","PTGER2"
"7809","PTGER4"
"7810","PTGES2"
"7811","PTGES3"
"7812","PTGIR"
"7813","PTGR2"
"7814","PTGS1"
"7815","PTGS2"
"7816","PTK2"
"7817","PTK2B"
"7818","PTK6"
"7819","PTK7"
"7820","PTMA"
"7821","PTMS"
"7822","PTOV1"
"7823","PTOV1-AS1"
"7824","PTP4A1"
"7825","PTP4A2"
"7826","PTP4A3"
"7827","PTPDC1"
"7828","PTPMT1"
"7829","PTPN1"
"7830","PTPN11"
"7831","PTPN12"
"7832","PTPN18"
"7833","PTPN2"
"7834","PTPN22"
"7835","PTPN23"
"7836","PTPN4"
"7837","PTPN6"
"7838","PTPN7"
"7839","PTPN9"
"7840","PTPRA"
"7841","PTPRC"
"7842","PTPRE"
"7843","PTPRJ"
"7844","PTPRK"
"7845","PTPRM"
"7846","PTPRN2"
"7847","PTPRO"
"7848","PTPRS"
"7849","PTRH1"
"7850","PTRH2"
"7851","PTRHD1"
"7852","PTS"
"7853","PTTG1"
"7854","PTTG1IP"
"7855","PTX3"
"7856","PUF60"
"7857","PUM1"
"7858","PUM2"
"7859","PURA"
"7860","PURB"
"7861","PUS1"
"7862","PUS10"
"7863","PUS3"
"7864","PUS7"
"7865","PUS7L"
"7866","PUSL1"
"7867","PVR"
"7868","PVRL1"
"7869","PVRL2"
"7870","PVT1"
"7871","PWAR6"
"7872","PWP1"
"7873","PWP2"
"7874","PWWP2A"
"7875","PWWP2B"
"7876","PXK"
"7877","PXMP2"
"7878","PXMP4"
"7879","PXN"
"7880","PXN-AS1"
"7881","PYCARD"
"7882","PYCR1"
"7883","PYCR2"
"7884","PYCRL"
"7885","PYGB"
"7886","PYGL"
"7887","PYGM"
"7888","PYGO2"
"7889","PYHIN1"
"7890","PYROXD1"
"7891","PYROXD2"
"7892","PZP"
"7893","QARS"
"7894","QDPR"
"7895","QKI"
"7896","QPCT"
"7897","QPCTL"
"7898","QPRT"
"7899","QRICH1"
"7900","QRSL1"
"7901","QSER1"
"7902","QSOX1"
"7903","QSOX2"
"7904","QTRT1"
"7905","QTRTD1"
"7906","R3HCC1"
"7907","R3HCC1L"
"7908","R3HDM1"
"7909","R3HDM2"
"7910","R3HDM4"
"7911","RAB10"
"7912","RAB11A"
"7913","RAB11B"
"7914","RAB11B-AS1"
"7915","RAB11FIP1"
"7916","RAB11FIP2"
"7917","RAB11FIP3"
"7918","RAB11FIP4"
"7919","RAB11FIP5"
"7920","RAB12"
"7921","RAB13"
"7922","RAB14"
"7923","RAB15"
"7924","RAB18"
"7925","RAB1A"
"7926","RAB1B"
"7927","RAB20"
"7928","RAB21"
"7929","RAB22A"
"7930","RAB23"
"7931","RAB24"
"7932","RAB27A"
"7933","RAB27B"
"7934","RAB28"
"7935","RAB2A"
"7936","RAB2B"
"7937","RAB30"
"7938","RAB30-AS1"
"7939","RAB31"
"7940","RAB32"
"7941","RAB33A"
"7942","RAB33B"
"7943","RAB34"
"7944","RAB35"
"7945","RAB37"
"7946","RAB38"
"7947","RAB39B"
"7948","RAB3A"
"7949","RAB3D"
"7950","RAB3GAP1"
"7951","RAB3GAP2"
"7952","RAB3IP"
"7953","RAB40B"
"7954","RAB40C"
"7955","RAB4A"
"7956","RAB4B"
"7957","RAB5A"
"7958","RAB5B"
"7959","RAB5C"
"7960","RAB6A"
"7961","RAB7A"
"7962","RAB8A"
"7963","RAB8B"
"7964","RAB9A"
"7965","RAB9B"
"7966","RABAC1"
"7967","RABEP1"
"7968","RABEP2"
"7969","RABEPK"
"7970","RABGAP1"
"7971","RABGAP1L"
"7972","RABGEF1"
"7973","RABGGTA"
"7974","RABGGTB"
"7975","RABIF"
"7976","RABL2A"
"7977","RABL2B"
"7978","RABL3"
"7979","RABL6"
"7980","RAC1"
"7981","RAC2"
"7982","RACGAP1"
"7983","RAD1"
"7984","RAD17"
"7985","RAD18"
"7986","RAD21"
"7987","RAD23A"
"7988","RAD23B"
"7989","RAD50"
"7990","RAD51"
"7991","RAD51AP1"
"7992","RAD51B"
"7993","RAD51C"
"7994","RAD51D"
"7995","RAD52"
"7996","RAD54B"
"7997","RAD54L2"
"7998","RAD9A"
"7999","RAE1"
"8000","RAF1"
"8001","RAI1"
"8002","RALA"
"8003","RALB"
"8004","RALBP1"
"8005","RALGAPA1"
"8006","RALGAPA2"
"8007","RALGAPB"
"8008","RALGDS"
"8009","RALGPS1"
"8010","RALGPS2"
"8011","RALY"
"8012","RAMP1"
"8013","RAN"
"8014","RANBP1"
"8015","RANBP10"
"8016","RANBP17"
"8017","RANBP2"
"8018","RANBP3"
"8019","RANBP6"
"8020","RANBP9"
"8021","RANGAP1"
"8022","RANGRF"
"8023","RAP1A"
"8024","RAP1B"
"8025","RAP1GAP2"
"8026","RAP1GDS1"
"8027","RAP2A"
"8028","RAP2B"
"8029","RAP2C"
"8030","RAP2C-AS1"
"8031","RAPGEF1"
"8032","RAPGEF2"
"8033","RAPGEF6"
"8034","RAPGEFL1"
"8035","RAPH1"
"8036","RARA"
"8037","RARG"
"8038","RARRES3"
"8039","RARS"
"8040","RARS2"
"8041","RASA1"
"8042","RASA2"
"8043","RASA3"
"8044","RASAL3"
"8045","RASD1"
"8046","RASGEF1A"
"8047","RASGEF1B"
"8048","RASGRF2"
"8049","RASGRP1"
"8050","RASGRP2"
"8051","RASGRP3"
"8052","RASGRP4"
"8053","RASL11A"
"8054","RASSF1"
"8055","RASSF2"
"8056","RASSF3"
"8057","RASSF4"
"8058","RASSF5"
"8059","RASSF6"
"8060","RASSF7"
"8061","RAVER1"
"8062","RB1"
"8063","RB1CC1"
"8064","RBAK"
"8065","RBAK-RBAKDN"
"8066","RBBP4"
"8067","RBBP5"
"8068","RBBP6"
"8069","RBBP7"
"8070","RBBP8"
"8071","RBBP9"
"8072","RBCK1"
"8073","RBFA"
"8074","RBFOX2"
"8075","RBFOX3"
"8076","RBKS"
"8077","RBL2"
"8078","RBM10"
"8079","RBM11"
"8080","RBM12"
"8081","RBM12B"
"8082","RBM14"
"8083","RBM15"
"8084","RBM15B"
"8085","RBM17"
"8086","RBM18"
"8087","RBM19"
"8088","RBM22"
"8089","RBM23"
"8090","RBM25"
"8091","RBM26"
"8092","RBM26-AS1"
"8093","RBM27"
"8094","RBM28"
"8095","RBM3"
"8096","RBM33"
"8097","RBM34"
"8098","RBM38"
"8099","RBM39"
"8100","RBM4"
"8101","RBM41"
"8102","RBM42"
"8103","RBM43"
"8104","RBM44"
"8105","RBM45"
"8106","RBM47"
"8107","RBM48"
"8108","RBM4B"
"8109","RBM5"
"8110","RBM6"
"8111","RBM7"
"8112","RBM8A"
"8113","RBMS1"
"8114","RBMS2"
"8115","RBMX"
"8116","RBMX2"
"8117","RBMXL1"
"8118","RBP7"
"8119","RBPJ"
"8120","RBPMS"
"8121","RBX1"
"8122","RC3H1"
"8123","RC3H2"
"8124","RCAN1"
"8125","RCAN3"
"8126","RCBTB1"
"8127","RCBTB2"
"8128","RCC1"
"8129","RCC2"
"8130","RCCD1"
"8131","RCE1"
"8132","RCHY1"
"8133","RCL1"
"8134","RCN1"
"8135","RCN2"
"8136","RCN3"
"8137","RCOR1"
"8138","RCOR3"
"8139","RCSD1"
"8140","RDH10"
"8141","RDH11"
"8142","RDH13"
"8143","RDH14"
"8144","RDH5"
"8145","RDM1"
"8146","RDX"
"8147","REC8"
"8148","RECK"
"8149","RECQL"
"8150","RECQL5"
"8151","REEP3"
"8152","REEP4"
"8153","REEP5"
"8154","REEP6"
"8155","REG4"
"8156","REL"
"8157","RELA"
"8158","RELB"
"8159","RELL1"
"8160","RELL2"
"8161","RELT"
"8162","REM2"
"8163","RENBP"
"8164","REPIN1"
"8165","REPS1"
"8166","REPS2"
"8167","RER1"
"8168","RERE"
"8169","REST"
"8170","RETN"
"8171","RETSAT"
"8172","REV1"
"8173","REV3L"
"8174","REXO1"
"8175","REXO2"
"8176","REXO4"
"8177","RFC1"
"8178","RFC2"
"8179","RFC3"
"8180","RFC4"
"8181","RFC5"
"8182","RFESD"
"8183","RFFL"
"8184","RFK"
"8185","RFNG"
"8186","RFT1"
"8187","RFTN1"
"8188","RFWD2"
"8189","RFWD3"
"8190","RFX1"
"8191","RFX2"
"8192","RFX3"
"8193","RFX5"
"8194","RFX7"
"8195","RFXANK"
"8196","RFXAP"
"8197","RGAG4"
"8198","RGCC"
"8199","RGL1"
"8200","RGL2"
"8201","RGL4"
"8202","RGMB"
"8203","RGP1"
"8204","RGS1"
"8205","RGS10"
"8206","RGS12"
"8207","RGS14"
"8208","RGS16"
"8209","RGS17"
"8210","RGS18"
"8211","RGS19"
"8212","RGS2"
"8213","RGS3"
"8214","RGS9"
"8215","RHBDD1"
"8216","RHBDD2"
"8217","RHBDD3"
"8218","RHBDF2"
"8219","RHBDL1"
"8220","RHEB"
"8221","RHEBL1"
"8222","RHNO1"
"8223","RHOA"
"8224","RHOB"
"8225","RHOBTB2"
"8226","RHOBTB3"
"8227","RHOC"
"8228","RHOF"
"8229","RHOG"
"8230","RHOH"
"8231","RHOQ"
"8232","RHOT1"
"8233","RHOT2"
"8234","RHOU"
"8235","RHPN1"
"8236","RIC3"
"8237","RIC8A"
"8238","RIC8B"
"8239","RICTOR"
"8240","RIF1"
"8241","RILP"
"8242","RILPL1"
"8243","RILPL2"
"8244","RIMKLB"
"8245","RIN1"
"8246","RIN2"
"8247","RIN3"
"8248","RING1"
"8249","RINL"
"8250","RINT1"
"8251","RIOK1"
"8252","RIOK2"
"8253","RIOK3"
"8254","RIPK1"
"8255","RIPK2"
"8256","RIPK3"
"8257","RIT1"
"8258","RLF"
"8259","RLIM"
"8260","RLN1"
"8261","RLN2"
"8262","RLTPR"
"8263","RMDN1"
"8264","RMDN2"
"8265","RMDN3"
"8266","RMI1"
"8267","RMI2"
"8268","RMND1"
"8269","RMND5A"
"8270","RMND5B"
"8271","RN7SL832P"
"8272","RNASE2"
"8273","RNASE6"
"8274","RNASEH1"
"8275","RNASEH2A"
"8276","RNASEH2B"
"8277","RNASEH2C"
"8278","RNASEK"
"8279","RNASEL"
"8280","RNASET2"
"8281","RNF10"
"8282","RNF103"
"8283","RNF11"
"8284","RNF111"
"8285","RNF113A"
"8286","RNF114"
"8287","RNF115"
"8288","RNF121"
"8289","RNF122"
"8290","RNF123"
"8291","RNF125"
"8292","RNF126"
"8293","RNF13"
"8294","RNF130"
"8295","RNF135"
"8296","RNF138"
"8297","RNF139"
"8298","RNF139-AS1"
"8299","RNF14"
"8300","RNF141"
"8301","RNF144A"
"8302","RNF144B"
"8303","RNF145"
"8304","RNF146"
"8305","RNF149"
"8306","RNF157"
"8307","RNF165"
"8308","RNF166"
"8309","RNF167"
"8310","RNF168"
"8311","RNF169"
"8312","RNF170"
"8313","RNF175"
"8314","RNF181"
"8315","RNF185"
"8316","RNF187"
"8317","RNF19A"
"8318","RNF19B"
"8319","RNF2"
"8320","RNF20"
"8321","RNF207"
"8322","RNF208"
"8323","RNF212"
"8324","RNF213"
"8325","RNF214"
"8326","RNF215"
"8327","RNF216"
"8328","RNF217"
"8329","RNF219"
"8330","RNF220"
"8331","RNF222"
"8332","RNF24"
"8333","RNF25"
"8334","RNF26"
"8335","RNF32"
"8336","RNF34"
"8337","RNF38"
"8338","RNF4"
"8339","RNF40"
"8340","RNF41"
"8341","RNF43"
"8342","RNF44"
"8343","RNF5"
"8344","RNF6"
"8345","RNF7"
"8346","RNFT1"
"8347","RNFT2"
"8348","RNGTT"
"8349","RNH1"
"8350","RNLS"
"8351","RNMT"
"8352","RNMTL1"
"8353","RNPC3"
"8354","RNPEP"
"8355","RNPEPL1"
"8356","RNPS1"
"8357","RNU11"
"8358","RNU12"
"8359","ROBO3"
"8360","ROCK1"
"8361","ROCK2"
"8362","ROGDI"
"8363","ROM1"
"8364","ROMO1"
"8365","ROPN1L"
"8366","RORA"
"8367","RP1-100J12.1"
"8368","RP1-111C20.4"
"8369","RP1-125I3.2"
"8370","RP1-159A19.4"
"8371","RP1-168L15.5"
"8372","RP1-179N16.6"
"8373","RP1-187B23.1"
"8374","RP1-191J18.66"
"8375","RP1-193H18.2"
"8376","RP1-197B17.3"
"8377","RP1-202O8.3"
"8378","RP1-223E5.4"
"8379","RP1-224A6.3"
"8380","RP1-244F24.1"
"8381","RP1-257A7.4"
"8382","RP1-28O10.1"
"8383","RP1-29C18.10"
"8384","RP1-30M3.5"
"8385","RP1-313I6.12"
"8386","RP1-315G1.3"
"8387","RP1-39G22.7"
"8388","RP1-40E16.12"
"8389","RP1-43E13.2"
"8390","RP1-67K17.4"
"8391","RP1-8B1.4"
"8392","RP1-92O14.3"
"8393","RP11-1000B6.3"
"8394","RP11-1007O24.2"
"8395","RP11-1007O24.3"
"8396","RP11-1017G21.5"
"8397","RP11-101E13.5"
"8398","RP11-102N12.3"
"8399","RP11-104L21.3"
"8400","RP11-104N10.1"
"8401","RP11-105N14.1"
"8402","RP11-1070N10.3"
"8403","RP11-108M9.4"
"8404","RP11-108M9.6"
"8405","RP11-1094M14.11"
"8406","RP11-109G23.3"
"8407","RP11-10K16.1"
"8408","RP11-10L12.4"
"8409","RP11-110G21.1"
"8410","RP11-110I1.12"
"8411","RP11-110I1.13"
"8412","RP11-1114A5.4"
"8413","RP11-111M22.2"
"8414","RP11-111M22.3"
"8415","RP11-112J3.16"
"8416","RP11-1143G9.4"
"8417","RP11-1149M10.1"
"8418","RP11-115C21.2"
"8419","RP11-117D22.2"
"8420","RP11-1191J2.5"
"8421","RP11-119B16.2"
"8422","RP11-119D9.1"
"8423","RP11-11N7.4"
"8424","RP11-11N9.4"
"8425","RP11-121C2.2"
"8426","RP11-126K1.2"
"8427","RP11-126K1.6"
"8428","RP11-126L15.4"
"8429","RP11-127B20.2"
"8430","RP11-127B20.3"
"8431","RP11-131L23.1"
"8432","RP11-137H2.4"
"8433","RP11-138A9.1"
"8434","RP11-138A9.2"
"8435","RP11-1391J7.1"
"8436","RP11-1398P2.1"
"8437","RP11-1399P15.1"
"8438","RP11-140K17.3"
"8439","RP11-141B14.1"
"8440","RP11-143J12.3"
"8441","RP11-146F11.1"
"8442","RP11-147L13.2"
"8443","RP11-14N7.2"
"8444","RP11-152N13.5"
"8445","RP11-154H23.3"
"8446","RP11-156E8.1"
"8447","RP11-158K1.3"
"8448","RP11-159D12.2"
"8449","RP11-159G9.5"
"8450","RP11-15A1.3"
"8451","RP11-160H22.5"
"8452","RP11-160O5.1"
"8453","RP11-161M6.2"
"8454","RP11-162A12.2"
"8455","RP11-162G10.5"
"8456","RP11-164H13.1"
"8457","RP11-166B2.5"
"8458","RP11-166O4.6"
"8459","RP11-166P13.3"
"8460","RP11-166P13.4"
"8461","RP11-169D4.2"
"8462","RP11-16E12.1"
"8463","RP11-16E12.2"
"8464","RP11-175O19.4"
"8465","RP11-178L8.7"
"8466","RP11-179B2.2"
"8467","RP11-181C3.1"
"8468","RP11-182L21.6"
"8469","RP11-18H21.1"
"8470","RP11-18H7.1"
"8471","RP11-191L17.1"
"8472","RP11-192H23.6"
"8473","RP11-195F19.5"
"8474","RP11-195F19.9"
"8475","RP11-196G18.24"
"8476","RP11-212I21.4"
"8477","RP11-212P7.2"
"8478","RP11-214N9.1"
"8479","RP11-214O1.3"
"8480","RP11-215P8.3"
"8481","RP11-218M22.1"
"8482","RP11-222K16.2"
"8483","RP11-227G15.8"
"8484","RP11-228B15.4"
"8485","RP11-22N19.2"
"8486","RP11-22P6.2"
"8487","RP11-23P13.6"
"8488","RP11-242D8.1"
"8489","RP11-243J16.7"
"8490","RP11-245J9.4"
"8491","RP11-247L20.4"
"8492","RP11-252A24.3"
"8493","RP11-254F7.2"
"8494","RP11-258C19.7"
"8495","RP11-258F1.1"
"8496","RP11-259N19.1"
"8497","RP11-25K19.1"
"8498","RP11-260M2.1"
"8499","RP11-262H14.4"
"8500","RP11-267M23.4"
"8501","RP11-273G15.2"
"8502","RP11-274B21.10"
"8503","RP11-275I4.1"
"8504","RP11-277B15.3"
"8505","RP11-277P12.20"
"8506","RP11-284N8.3"
"8507","RP11-285F7.2"
"8508","RP11-290C10.1"
"8509","RP11-290D2.6"
"8510","RP11-290L1.2"
"8511","RP11-291B21.2"
"8512","RP11-293A21.1"
"8513","RP11-294J22.6"
"8514","RP11-295G20.2"
"8515","RP11-296O14.3"
"8516","RP11-297B17.3"
"8517","RP11-297D21.4"
"8518","RP11-297K8.2"
"8519","RP11-297N6.4"
"8520","RP11-298J20.3"
"8521","RP11-299J3.8"
"8522","RP11-2B6.2"
"8523","RP11-301O19.1"
"8524","RP11-302B13.5"
"8525","RP11-305K5.1"
"8526","RP11-307C12.12"
"8527","RP11-307C12.13"
"8528","RP11-307E17.8"
"8529","RP11-312B8.1"
"8530","RP11-313P13.5"
"8531","RP11-314A20.2"
"8532","RP11-314N13.3"
"8533","RP11-315I20.1"
"8534","RP11-315O6.1"
"8535","RP11-318A15.2"
"8536","RP11-318E3.9"
"8537","RP11-319G6.1"
"8538","RP11-31F15.2"
"8539","RP11-320M2.1"
"8540","RP11-324I22.4"
"8541","RP11-325F22.2"
"8542","RP11-326C3.11"
"8543","RP11-326C3.12"
"8544","RP11-326C3.15"
"8545","RP11-326G21.1"
"8546","RP11-326I11.3"
"8547","RP11-326K13.4"
"8548","RP11-327F22.2"
"8549","RP11-327P2.5"
"8550","RP11-332H14.2"
"8551","RP11-333E1.1"
"8552","RP11-334C17.5"
"8553","RP11-336K24.12"
"8554","RP11-337C18.8"
"8555","RP11-33O4.1"
"8556","RP11-342K6.1"
"8557","RP11-344P13.6"
"8558","RP11-345P4.9"
"8559","RP11-347P5.1"
"8560","RP11-348F1.2"
"8561","RP11-350G8.5"
"8562","RP11-350N15.5"
"8563","RP11-351D16.3"
"8564","RP11-354E11.2"
"8565","RP11-354P11.3"
"8566","RP11-355B11.2"
"8567","RP11-356I2.4"
"8568","RP11-356J5.12"
"8569","RP11-359B12.2"
"8570","RP11-35G9.3"
"8571","RP11-362F19.1"
"8572","RP11-367G6.3"
"8573","RP11-367J11.3"
"8574","RP11-367N14.2"
"8575","RP11-369E15.3"
"8576","RP11-372K14.2"
"8577","RP11-378A13.2"
"8578","RP11-378J18.8"
"8579","RP11-379H18.1"
"8580","RP11-379K17.12"
"8581","RP11-37B2.1"
"8582","RP11-381K20.2"
"8583","RP11-384C4.7"
"8584","RP11-385F7.1"
"8585","RP11-386G11.5"
"8586","RP11-386I14.4"
"8587","RP11-390E23.6"
"8588","RP11-390F4.3"
"8589","RP11-390P2.4"
"8590","RP11-393I2.4"
"8591","RP11-395A13.2"
"8592","RP11-395G23.3"
"8593","RP11-398C13.6"
"8594","RP11-398K22.12"
"8595","RP11-400F19.6"
"8596","RP11-401F2.3"
"8597","RP11-402D21.2"
"8598","RP11-403P17.3"
"8599","RP11-404F10.2"
"8600","RP11-406H21.2"
"8601","RP11-407N17.5"
"8602","RP11-408A13.4"
"8603","RP11-410L14.2"
"8604","RP11-412D9.4"
"8605","RP11-413H22.2"
"8606","RP11-415F23.2"
"8607","RP11-415F23.4"
"8608","RP11-418J17.1"
"8609","RP11-421L21.3"
"8610","RP11-422P24.11"
"8611","RP11-424N24.2"
"8612","RP11-425D10.10"
"8613","RP11-426C22.5"
"8614","RP11-428G5.5"
"8615","RP11-428J1.5"
"8616","RP11-429E11.3"
"8617","RP11-429J17.2"
"8618","RP11-430B1.2"
"8619","RP11-430C7.4"
"8620","RP11-430H10.1"
"8621","RP11-434B12.1"
"8622","RP11-434H6.6"
"8623","RP11-434H6.7"
"8624","RP11-440L14.1"
"8625","RP11-440L14.4"
"8626","RP11-442H21.2"
"8627","RP11-443B7.1"
"8628","RP11-446N19.1"
"8629","RP11-448A19.1"
"8630","RP11-449P15.2"
"8631","RP11-452F19.3"
"8632","RP11-452H21.4"
"8633","RP11-452L6.1"
"8634","RP11-452L6.5"
"8635","RP11-452L6.7"
"8636","RP11-455F5.5"
"8637","RP11-455J20.3"
"8638","RP11-458F8.4"
"8639","RP11-464F9.20"
"8640","RP11-467D6.1"
"8641","RP11-467P9.1"
"8642","RP11-468E2.4"
"8643","RP11-468E2.5"
"8644","RP11-46C24.7"
"8645","RP11-46H11.12"
"8646","RP11-46J23.1"
"8647","RP11-472N13.3"
"8648","RP11-473I1.5"
"8649","RP11-473M20.16"
"8650","RP11-473M20.9"
"8651","RP11-474G23.3"
"8652","RP11-475O6.1"
"8653","RP11-477N3.1"
"8654","RP11-47A8.5"
"8655","RP11-47L3.1"
"8656","RP11-486G15.2"
"8657","RP11-486L19.2"
"8658","RP11-488C13.5"
"8659","RP11-488L18.10"
"8660","RP11-489E7.4"
"8661","RP11-490O6.2"
"8662","RP11-493L12.4"
"8663","RP11-498C9.15"
"8664","RP11-498C9.3"
"8665","RP11-498P14.5"
"8666","RP11-499E18.1"
"8667","RP11-499P20.2"
"8668","RP11-500C11.3"
"8669","RP11-502I4.3"
"8670","RP11-505K9.1"
"8671","RP11-505P4.6"
"8672","RP11-510J16.5"
"8673","RP11-513M16.7"
"8674","RP11-513M16.8"
"8675","RP11-517P14.2"
"8676","RP11-51J9.5"
"8677","RP11-522I20.3"
"8678","RP11-526I2.5"
"8679","RP11-532F12.5"
"8680","RP11-532F6.3"
"8681","RP11-533E19.5"
"8682","RP11-533E19.7"
"8683","RP11-535A5.1"
"8684","RP11-536K7.3"
"8685","RP11-538P18.2"
"8686","RP11-539L10.2"
"8687","RP11-539L10.3"
"8688","RP11-53I6.3"
"8689","RP11-53O19.3"
"8690","RP11-542M13.3"
"8691","RP11-544A12.4"
"8692","RP11-544A12.8"
"8693","RP11-545E17.3"
"8694","RP11-545I5.3"
"8695","RP11-553L6.2"
"8696","RP11-553L6.5"
"8697","RP11-554J4.1"
"8698","RP11-559M23.1"
"8699","RP11-560J1.2"
"8700","RP11-563N4.1"
"8701","RP11-568N6.1"
"8702","RP11-572O17.1"
"8703","RP11-573D15.9"
"8704","RP11-57G10.8"
"8705","RP11-580I16.2"
"8706","RP11-582J16.5"
"8707","RP11-583F2.5"
"8708","RP11-588G21.2"
"8709","RP11-589C21.5"
"8710","RP11-589C21.6"
"8711","RP11-589P10.5"
"8712","RP11-597D13.9"
"8713","RP11-598F7.3"
"8714","RP11-5C23.1"
"8715","RP11-611O2.1"
"8716","RP11-617F23.1"
"8717","RP11-620J15.3"
"8718","RP11-629O1.2"
"8719","RP11-631N16.2"
"8720","RP11-634H22.1"
"8721","RP11-635N19.1"
"8722","RP11-637A17.2"
"8723","RP11-638I2.4"
"8724","RP11-644F5.11"
"8725","RP11-647K16.1"
"8726","RP11-658F2.8"
"8727","RP11-65L3.4"
"8728","RP11-660L16.2"
"8729","RP11-664D1.1"
"8730","RP11-66H6.3"
"8731","RP11-66N11.8"
"8732","RP11-66N24.3"
"8733","RP11-672L10.6"
"8734","RP11-677M14.2"
"8735","RP11-67L2.2"
"8736","RP11-686O6.2"
"8737","RP11-693J15.5"
"8738","RP11-69E11.4"
"8739","RP11-6I2.3"
"8740","RP11-706O15.1"
"8741","RP11-707M3.3"
"8742","RP11-708J19.1"
"8743","RP11-70P17.1"
"8744","RP11-712B9.2"
"8745","RP11-712L6.5"
"8746","RP11-713M15.2"
"8747","RP11-727F15.12"
"8748","RP11-727F15.9"
"8749","RP11-72M17.1"
"8750","RP11-730K11.1"
"8751","RP11-731C17.2"
"8752","RP11-734K2.4"
"8753","RP11-73E17.2"
"8754","RP11-73K9.2"
"8755","RP11-73M18.10"
"8756","RP11-73O6.3"
"8757","RP11-74E22.3"
"8758","RP11-758P17.3"
"8759","RP11-76E17.3"
"8760","RP11-770J1.5"
"8761","RP11-774O3.3"
"8762","RP11-77H9.8"
"8763","RP11-77P6.2"
"8764","RP11-78O7.2"
"8765","RP11-792A8.4"
"8766","RP11-793H13.10"
"8767","RP11-793H13.11"
"8768","RP11-796E2.4"
"8769","RP11-798M19.6"
"8770","RP11-799D4.4"
"8771","RP11-79P5.9"
"8772","RP11-802E16.3"
"8773","RP11-802O23.3"
"8774","RP11-803D5.4"
"8775","RP11-804H8.6"
"8776","RP11-809N8.4"
"8777","RP11-809O17.1"
"8778","RP11-817O13.8"
"8779","RP11-819C21.1"
"8780","RP11-81A22.5"
"8781","RP11-81H14.2"
"8782","RP11-820I16.4"
"8783","RP11-83A24.2"
"8784","RP11-83N9.5"
"8785","RP11-841O20.2"
"8786","RP11-849H4.2"
"8787","RP11-84A19.4"
"8788","RP11-84C10.2"
"8789","RP11-85A1.3"
"8790","RP11-867G23.8"
"8791","RP11-872J21.3"
"8792","RP11-875O11.1"
"8793","RP11-876N24.4"
"8794","RP11-884K10.7"
"8795","RP11-894P9.1"
"8796","RP11-89K11.1"
"8797","RP11-902B17.1"
"8798","RP11-91G21.1"
"8799","RP11-91I20.4"
"8800","RP11-936I5.1"
"8801","RP11-95D17.1"
"8802","RP11-960L18.1"
"8803","RP11-96H19.1"
"8804","RP11-973H7.1"
"8805","RP11-973H7.4"
"8806","RP11-977G19.11"
"8807","RP11-97C16.1"
"8808","RP11-98D18.9"
"8809","RP11-98I9.4"
"8810","RP11-9M16.2"
"8811","RP13-1032I1.7"
"8812","RP13-131K19.6"
"8813","RP13-188A5.1"
"8814","RP13-20L14.6"
"8815","RP13-270P17.1"
"8816","RP13-270P17.3"
"8817","RP13-401N8.1"
"8818","RP13-516M14.1"
"8819","RP13-516M14.4"
"8820","RP13-580F15.2"
"8821","RP13-582O9.7"
"8822","RP13-638C3.4"
"8823","RP13-977J11.2"
"8824","RP2"
"8825","RP3-325F22.5"
"8826","RP3-395M20.12"
"8827","RP3-395M20.8"
"8828","RP3-395M20.9"
"8829","RP3-399L15.3"
"8830","RP3-402G11.25"
"8831","RP3-402G11.26"
"8832","RP3-455J7.4"
"8833","RP3-465N24.6"
"8834","RP3-467K16.4"
"8835","RP3-467N11.1"
"8836","RP3-473L9.4"
"8837","RP3-475N16.1"
"8838","RP3-477O4.14"
"8839","RP3-486I3.7"
"8840","RP3-496C20.1"
"8841","RP3-508I15.18"
"8842","RP3-508I15.22"
"8843","RP3-525N10.2"
"8844","RP4-539M6.22"
"8845","RP4-548D19.3"
"8846","RP4-549L20.3"
"8847","RP4-561L24.3"
"8848","RP4-575N6.4"
"8849","RP4-583P15.10"
"8850","RP4-593H12.1"
"8851","RP4-594I10.3"
"8852","RP4-605O3.4"
"8853","RP4-612B15.3"
"8854","RP4-635E18.8"
"8855","RP4-647C14.3"
"8856","RP4-657D16.3"
"8857","RP4-666F24.3"
"8858","RP4-673M15.1"
"8859","RP4-728D4.2"
"8860","RP4-798A10.2"
"8861","RP4-800J21.3"
"8862","RP4-816N1.6"
"8863","RP5-1021I20.1"
"8864","RP5-1024G6.7"
"8865","RP5-1028K7.2"
"8866","RP5-1042K10.10"
"8867","RP5-1050D4.3"
"8868","RP5-1065J22.8"
"8869","RP5-1068E13.7"
"8870","RP5-1074L1.1"
"8871","RP5-1074L1.4"
"8872","RP5-1085F17.3"
"8873","RP5-1091N2.9"
"8874","RP5-1092A3.4"
"8875","RP5-1112D6.4"
"8876","RP5-1112D6.8"
"8877","RP5-1115A15.1"
"8878","RP5-1136G13.2"
"8879","RP5-1142A6.8"
"8880","RP5-1148A21.3"
"8881","RP5-1157M23.2"
